gene,metabolite,cell_type,mean,std,n
CD3E,25-Hydroxycholesterol,T Cell,-2.8753564e-05,6.729789e-06,9364
CD3E,ADP,T Cell,-2.830607e-07,2.792558e-07,9364
CD3E,Acetate,T Cell,-4.619946e-05,1.3612639e-05,9364
CD3E,Adenosine|Cytidine|Guanosine|Inosine|Thymidine|Uridine,T Cell,-2.5628058e-06,6.2113696e-07,9364
CD3E,Adenosine diphosphate ribose,T Cell,-4.718605e-06,3.014903e-06,9364
CD3E,Adenosine triphosphate,T Cell,5.5349763e-05,1.0257747e-05,9364
CD3E,Bilirubin|Fusidic Acid,T Cell,-1.4803293e-08,5.5495777e-09,9364
CD3E,Cadmium|Manganese,T Cell,-8.1747494e-08,4.7834753e-08,9364
CD3E,Chloride,T Cell,4.018603e-05,1.6238957e-05,9364
CD3E,Cholesterol,T Cell,-9.828689e-08,5.782963e-08,9364
CD3E,Citric acid|Oxalic acid,T Cell,-2.8413368e-05,7.247381e-06,9364
CD3E,D-Aspartate|L-Aspartate|Malic acid,T Cell,-1.4530479e-08,8.419764e-09,9364
CD3E,D-Galactose|D-Mannose|Dehydroascorbic acid|Docosahexaenoic acid,T Cell,4.279245e-05,8.83293e-06,9364
CD3E,D-Glucose,T Cell,1.3566651e-05,1.3398288e-05,9364
CD3E,D-Maltose|D-Xylose,T Cell,2.2718397e-05,8.0554055e-06,9364
CD3E,Estradiol,T Cell,-1.4333183e-05,6.160661e-06,9364
CD3E,Ethanol,T Cell,-3.8551925e-06,1.0287116e-06,9364
CD3E,Fatty acid,T Cell,-3.7573256e-05,1.163292e-05,9364
CD3E,Folic acid,T Cell,-1.0161467e-06,7.3802727e-07,9364
CD3E,Folinic acid,T Cell,1.0455908e-06,5.227203e-07,9364
CD3E,Glutathione,T Cell,7.477954e-07,6.194704e-07,9364
CD3E,Heme,T Cell,-3.1204574e-05,1.10764995e-05,9364
CD3E,Iron,T Cell,-1.2164832e-05,7.4621603e-06,9364
CD3E,L-Arginine|L-Histidine|L-Tyrosine,T Cell,1.4163549e-05,3.349097e-06,9364
CD3E,L-Cystine,T Cell,4.480307e-06,3.2179462e-06,9364
CD3E,L-Isoleucine|L-Valine,T Cell,-1.6995926e-08,5.1606404e-09,9364
CD3E,L-Lactate,T Cell,6.8325476e-06,2.2179827e-06,9364
CD3E,L-Methionine|L-Phenylalanine,T Cell,8.177464e-06,4.658724e-06,9364
CD3E,Neurotransmitter,T Cell,4.7103727e-06,3.7986783e-06,9364
CD3E,Nicotinate,T Cell,-8.33256e-06,8.1190165e-06,9364
CD3E,Sodium,T Cell,5.5268074e-06,3.5613798e-06,9364
CD3E,Taurocholic acid,T Cell,-6.473015e-05,1.3882576e-05,9364
CD3E,Vitamin C,T Cell,-6.624735e-07,1.7248892e-07,9364
CD3E,Vitamin D3,T Cell,-8.2998035e-08,7.98333e-08,9364
CD3E,Zinc,T Cell,-2.5879905e-07,6.6885036e-08,9364
CD3E,alpha-Tocopherol,T Cell,6.6408643e-07,9.3991287e-07,9364
