gene,ligand,receptor,pair,cell_type,mean,std,n
ATP1A1,TGFB1,ACVR1B,TGFB1$ACVR1B,B,0.0,0.0,20
ATP1A1,BMP2,BMPR1A,BMP2$BMPR1A,B,0.0,0.0,20
ATP1A1,BMP2,ACVR2A,BMP2$ACVR2A,B,0.0,0.0,20
ATP1A1,BMP2,BMPR2,BMP2$BMPR2,B,0.0,0.0,20
ATP1A1,BMP4,BMPR1A,BMP4$BMPR1A,B,0.0,0.0,20
ATP1A1,BMP4,BMPR2,BMP4$BMPR2,B,0.0,0.0,20
ATP1A1,BMP6,ACVR2A,BMP6$ACVR2A,B,0.0,0.0,20
ATP1A1,BMP6,BMPR2,BMP6$BMPR2,B,0.0,0.0,20
ATP1A1,TGFA,EGFR,TGFA$EGFR,B,0.0,0.0,20
ATP1A1,TGFA,ERBB2,TGFA$ERBB2,B,0.0,0.0,20
ATP1A1,HBEGF,ERBB2,HBEGF$ERBB2,B,0.0,0.0,20
ATP1A1,FGF7,FGFR2,FGF7$FGFR2,B,0.0,0.0,20
ATP1A1,IGF1,ITGB4,IGF1$ITGB4,B,0.0,0.0,20
ATP1A1,IHH,PTCH1,IHH$PTCH1,B,0.0,0.0,20
ATP1A1,IL7,IL2RG,IL7$IL2RG,B,0.0,0.0,20
ATP1A1,IL15,IL2RG,IL15$IL2RG,B,0.0,0.0,20
ATP1A1,LIF,IL6ST,LIF$IL6ST,B,0.0,0.0,20
ATP1A1,LTB,LTBR,LTB$LTBR,B,0.0,0.0,20
ATP1A1,TNFSF10,TNFRSF10A,TNFSF10$TNFRSF10A,B,0.0,0.0,20
ATP1A1,ANGPTL4,SDC4,ANGPTL4$SDC4,B,0.0,0.0,20
ATP1A1,POSTN,ITGAV,POSTN$ITGAV,B,0.0,0.0,20
ATP1A1,POSTN,ITGB5,POSTN$ITGB5,B,0.0,0.0,20
ATP1A1,CTSG,F2RL1,CTSG$F2RL1,B,0.0,0.0,20
ATP1A1,KITLG,KIT,KITLG$KIT,B,0.0,0.0,20
ATP1A1,GAS6,AXL,GAS6$AXL,B,0.0,0.0,20
ATP1A1,GAS6,MERTK,GAS6$MERTK,B,0.0,0.0,20
ATP1A1,GAS6,TYRO3,GAS6$TYRO3,B,0.0,0.0,20
ATP1A1,GRN,SORT1,GRN$SORT1,B,0.0,0.0,20
ATP1A1,GUCA2A,GUCY2C,GUCA2A$GUCY2C,B,0.0,0.0,20
ATP1A1,LGALS9,CD44,LGALS9$CD44,B,0.0,0.0,20
ATP1A1,LAMA3,ITGA3,LAMA3$ITGA3,B,0.0,0.0,20
ATP1A1,LAMB3,ITGA3,LAMB3$ITGA3,B,0.0,0.0,20
ATP1A1,THBS1,ITGA3,THBS1$ITGA3,B,0.0,0.0,20
ATP1A1,COL6A2,ITGA3,COL6A2$ITGA3,B,0.0,0.0,20
ATP1A1,LAMA3,ITGB4,LAMA3$ITGB4,B,0.0,0.0,20
ATP1A1,LAMB3,ITGB4,LAMB3$ITGB4,B,0.0,0.0,20
ATP1A1,COL6A2,CD44,COL6A2$CD44,B,0.0,0.0,20
ATP1A1,CD99,CD99,CD99$CD99,B,0.0,0.0,20
ATP1A1,CDH1,CDH1,CDH1$CDH1,B,0.0,0.0,20
ATP1A1,F11R,F11R,F11R$F11R,B,0.0,0.0,20
ATP1A1,OCLN,OCLN,OCLN$OCLN,B,0.0,0.0,20
ATP1A1,TGFB1,ACVR1B,TGFB1$ACVR1B,Endothelial,0.0,0.0,391
ATP1A1,BMP2,BMPR1A,BMP2$BMPR1A,Endothelial,0.0,0.0,391
ATP1A1,BMP2,ACVR2A,BMP2$ACVR2A,Endothelial,0.0,0.0,391
ATP1A1,BMP2,BMPR2,BMP2$BMPR2,Endothelial,0.0,0.0,391
ATP1A1,BMP4,BMPR1A,BMP4$BMPR1A,Endothelial,0.0,0.0,391
ATP1A1,BMP4,BMPR2,BMP4$BMPR2,Endothelial,0.0,0.0,391
ATP1A1,BMP6,ACVR2A,BMP6$ACVR2A,Endothelial,0.0,0.0,391
ATP1A1,BMP6,BMPR2,BMP6$BMPR2,Endothelial,0.0,0.0,391
ATP1A1,TGFA,EGFR,TGFA$EGFR,Endothelial,0.0,0.0,391
ATP1A1,TGFA,ERBB2,TGFA$ERBB2,Endothelial,0.0,0.0,391
ATP1A1,HBEGF,ERBB2,HBEGF$ERBB2,Endothelial,0.0,0.0,391
ATP1A1,FGF7,FGFR2,FGF7$FGFR2,Endothelial,0.0,0.0,391
ATP1A1,IGF1,ITGB4,IGF1$ITGB4,Endothelial,0.0,0.0,391
ATP1A1,IHH,PTCH1,IHH$PTCH1,Endothelial,0.0,0.0,391
ATP1A1,IL7,IL2RG,IL7$IL2RG,Endothelial,0.0,0.0,391
